"","team_name","game_date","season","period","minutes_remaining","seconds_remaining","shot_made_flag","action_type","shot_type","shot_distance","opponent","x","y","Name","minute"
"2029","Golden State Warriors","3/18/17",2016,1,1,32,"shot_no","Jump Shot","3PT Field Goal",25,"Milwaukee Bucks",120,228,"Stephen Curry",23
"2030","Golden State Warriors","3/24/17",2016,3,0,49,"shot_no","Jump Shot","2PT Field Goal",20,"Sacramento Kings",-201,11,"Stephen Curry",48
"2031","Golden State Warriors","3/24/17",2016,1,2,26,"shot_yes","Jump Shot","3PT Field Goal",26,"Sacramento Kings",55,262,"Stephen Curry",22
"2032","Golden State Warriors","3/24/17",2016,2,3,33,"shot_no","Jump Shot","3PT Field Goal",22,"Sacramento Kings",-228,11,"Stephen Curry",33
"2033","Golden State Warriors","3/24/17",2016,3,7,14,"shot_yes","Jump Shot","2PT Field Goal",22,"Sacramento Kings",184,124,"Stephen Curry",41
"2034","Golden State Warriors","3/24/17",2016,1,3,0,"shot_no","Jump Shot","3PT Field Goal",24,"Sacramento Kings",73,237,"Stephen Curry",21
"2035","Golden State Warriors","3/24/17",2016,2,2,58,"shot_no","Jump Shot","3PT Field Goal",25,"Sacramento Kings",155,208,"Stephen Curry",34
"2036","Golden State Warriors","3/24/17",2016,4,3,12,"shot_no","Jump Shot","3PT Field Goal",30,"Sacramento Kings",-187,244,"Stephen Curry",57
"2037","Golden State Warriors","3/24/17",2016,4,4,12,"shot_yes","Jump Shot","3PT Field Goal",26,"Sacramento Kings",-192,178,"Stephen Curry",56
"2038","Golden State Warriors","3/24/17",2016,2,2,33,"shot_yes","Jump Shot","2PT Field Goal",15,"Sacramento Kings",-110,105,"Stephen Curry",34
"2039","Golden State Warriors","3/24/17",2016,1,11,35,"shot_yes","Jump Shot","3PT Field Goal",25,"Sacramento Kings",-184,174,"Stephen Curry",13
"2040","Golden State Warriors","3/31/17",2016,2,1,41,"shot_no","Jump Shot","2PT Field Goal",19,"Houston Rockets",-129,141,"Stephen Curry",35
"2041","Golden State Warriors","3/31/17",2016,1,2,17,"shot_no","Jump Shot","3PT Field Goal",26,"Houston Rockets",87,249,"Stephen Curry",22
"2042","Golden State Warriors","3/31/17",2016,2,4,39,"shot_no","Jump Shot","3PT Field Goal",26,"Houston Rockets",-214,149,"Stephen Curry",32
"2043","Golden State Warriors","3/31/17",2016,1,2,11,"shot_no","Jump Shot","2PT Field Goal",12,"Houston Rockets",51,116,"Stephen Curry",22
"2044","Golden State Warriors","3/31/17",2016,4,1,11,"shot_no","Jump Shot","3PT Field Goal",29,"Houston Rockets",76,282,"Stephen Curry",59
"2045","Golden State Warriors","3/31/17",2016,3,4,48,"shot_no","Jump Shot","3PT Field Goal",29,"Houston Rockets",-4,291,"Stephen Curry",44
"2046","Golden State Warriors","1/18/17",2016,3,2,18,"shot_no","Layup Shot","2PT Field Goal",1,"Oklahoma City Thunder",-7,11,"Stephen Curry",46
"2047","Golden State Warriors","12/13/16",2016,3,3,51,"shot_no","Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",-20,8,"Stephen Curry",45
"2048","Golden State Warriors","3/18/17",2016,1,9,10,"shot_no","Layup Shot","2PT Field Goal",2,"Milwaukee Bucks",9,21,"Stephen Curry",15
"2049","Golden State Warriors","2/28/17",2016,4,0,41,"shot_yes","Layup Shot","2PT Field Goal",2,"Washington Wizards",-20,-6,"Stephen Curry",60
"2050","Golden State Warriors","12/13/16",2016,4,1,53,"shot_yes","Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",-24,7,"Stephen Curry",59
"2051","Golden State Warriors","11/3/16",2016,2,5,25,"shot_no","Layup Shot","2PT Field Goal",2,"Oklahoma City Thunder",17,21,"Stephen Curry",31
"2052","Golden State Warriors","11/19/16",2016,3,3,18,"shot_no","Layup Shot","2PT Field Goal",0,"Milwaukee Bucks",-1,2,"Stephen Curry",45
"2053","Golden State Warriors","3/14/17",2016,1,7,44,"shot_no","Layup Shot","2PT Field Goal",2,"Philadelphia 76ers",17,18,"Stephen Curry",17
"2054","Golden State Warriors","12/28/16",2016,4,2,45,"shot_no","Layup Shot","2PT Field Goal",2,"Toronto Raptors",6,21,"Stephen Curry",58
"2055","Golden State Warriors","1/18/17",2016,2,2,52,"shot_no","Layup Shot","2PT Field Goal",2,"Oklahoma City Thunder",-19,13,"Stephen Curry",34
"2056","Golden State Warriors","10/28/16",2016,4,4,41,"shot_no","Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",19,7,"Stephen Curry",56
"2057","Golden State Warriors","3/28/17",2016,2,5,23,"shot_yes","Layup Shot","2PT Field Goal",1,"Houston Rockets",-16,-5,"Stephen Curry",31
"2058","Golden State Warriors","3/28/17",2016,3,8,49,"shot_no","Layup Shot","2PT Field Goal",0,"Houston Rockets",0,3,"Stephen Curry",40
"2059","Golden State Warriors","2/28/17",2016,3,7,29,"shot_yes","Layup Shot","2PT Field Goal",0,"Washington Wizards",0,-1,"Stephen Curry",41
"2060","Golden State Warriors","2/28/17",2016,4,6,21,"shot_no","Layup Shot","2PT Field Goal",2,"Washington Wizards",17,-15,"Stephen Curry",54
"2061","Golden State Warriors","11/7/16",2016,2,2,0,"shot_yes","Layup Shot","2PT Field Goal",1,"New Orleans Pelicans",-1,11,"Stephen Curry",34
"2062","Golden State Warriors","12/13/16",2016,4,5,35,"shot_no","Layup Shot","2PT Field Goal",1,"New Orleans Pelicans",-14,2,"Stephen Curry",55
"2063","Golden State Warriors","11/4/16",2016,3,11,28,"shot_no","Layup Shot","2PT Field Goal",2,"Los Angeles Lakers",-21,0,"Stephen Curry",37
"2064","Golden State Warriors","1/25/17",2016,2,0,1,"shot_no","Layup Shot","2PT Field Goal",1,"Charlotte Hornets",-12,2,"Stephen Curry",36
"2065","Golden State Warriors","10/28/16",2016,4,5,26,"shot_no","Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",-20,8,"Stephen Curry",55
"2066","Golden State Warriors","3/5/17",2016,3,3,40,"shot_yes","Layup Shot","2PT Field Goal",1,"New York Knicks",19,-5,"Stephen Curry",45
"2067","Golden State Warriors","11/23/16",2016,3,9,36,"shot_yes","Layup Shot","2PT Field Goal",1,"Los Angeles Lakers",9,16,"Stephen Curry",39
"2068","Golden State Warriors","1/18/17",2016,2,1,1,"shot_yes","Layup Shot","2PT Field Goal",2,"Oklahoma City Thunder",-1,21,"Stephen Curry",35
"2069","Golden State Warriors","2/10/17",2016,4,6,54,"shot_no","Layup Shot","2PT Field Goal",1,"Memphis Grizzlies",-14,7,"Stephen Curry",54
"2070","Golden State Warriors","12/17/16",2016,2,2,51,"shot_no","Layup Shot","2PT Field Goal",1,"Portland Trail Blazers",9,16,"Stephen Curry",34
"2071","Golden State Warriors","12/10/16",2016,1,5,6,"shot_yes","Layup Shot","2PT Field Goal",1,"Memphis Grizzlies",-14,-1,"Stephen Curry",19
"2072","Golden State Warriors","1/25/17",2016,4,2,33,"shot_no","Layup Shot","2PT Field Goal",2,"Charlotte Hornets",-1,23,"Stephen Curry",58
"2073","Golden State Warriors","3/5/17",2016,1,3,5,"shot_no","Layup Shot","2PT Field Goal",2,"New York Knicks",27,11,"Stephen Curry",21
"2074","Golden State Warriors","12/30/16",2016,3,8,54,"shot_no","Layup Shot","2PT Field Goal",2,"Dallas Mavericks",10,23,"Stephen Curry",40
"2075","Golden State Warriors","3/29/17",2016,2,2,2,"shot_no","Layup Shot","2PT Field Goal",1,"San Antonio Spurs",-2,-11,"Stephen Curry",34
"2076","Golden State Warriors","11/10/16",2016,3,10,24,"shot_yes","Layup Shot","2PT Field Goal",1,"Denver Nuggets",-12,-6,"Stephen Curry",38
"2077","Golden State Warriors","11/19/16",2016,2,4,15,"shot_no","Layup Shot","2PT Field Goal",0,"Milwaukee Bucks",-3,-6,"Stephen Curry",32
"2078","Golden State Warriors","11/1/16",2016,3,2,30,"shot_no","Layup Shot","2PT Field Goal",1,"Portland Trail Blazers",17,2,"Stephen Curry",46
"2079","Golden State Warriors","2/1/17",2016,1,1,44,"shot_no","Layup Shot","2PT Field Goal",0,"Charlotte Hornets",4,7,"Stephen Curry",23
"2080","Golden State Warriors","11/4/16",2016,4,5,2,"shot_yes","Layup Shot","2PT Field Goal",1,"Los Angeles Lakers",-10,3,"Stephen Curry",55
"2081","Golden State Warriors","4/4/17",2016,2,3,26,"shot_no","Layup Shot","2PT Field Goal",2,"Minnesota Timberwolves",9,26,"Stephen Curry",33
"2082","Golden State Warriors","1/8/17",2016,3,9,16,"shot_yes","Layup Shot","2PT Field Goal",1,"Sacramento Kings",15,11,"Stephen Curry",39
"2083","Golden State Warriors","3/29/17",2016,3,2,13,"shot_no","Layup Shot","2PT Field Goal",2,"San Antonio Spurs",28,-5,"Stephen Curry",46
"2084","Golden State Warriors","2/25/17",2016,1,0,8,"shot_no","Layup Shot","2PT Field Goal",0,"Brooklyn Nets",-2,7,"Stephen Curry",24
"2085","Golden State Warriors","2/28/17",2016,4,5,55,"shot_no","Layup Shot","2PT Field Goal",1,"Washington Wizards",-19,2,"Stephen Curry",55
"2086","Golden State Warriors","3/5/17",2016,4,6,5,"shot_no","Layup Shot","2PT Field Goal",2,"New York Knicks",-20,-11,"Stephen Curry",54
"2087","Golden State Warriors","2/15/17",2016,3,9,47,"shot_no","Layup Shot","2PT Field Goal",1,"Sacramento Kings",-11,8,"Stephen Curry",39
"2088","Golden State Warriors","10/25/16",2016,3,4,34,"shot_no","Layup Shot","2PT Field Goal",0,"San Antonio Spurs",-2,7,"Stephen Curry",44
"2089","Golden State Warriors","2/23/17",2016,1,4,59,"shot_no","Layup Shot","2PT Field Goal",1,"Los Angeles Clippers",4,16,"Stephen Curry",20
"2090","Golden State Warriors","12/13/16",2016,3,1,36,"shot_no","Layup Shot","2PT Field Goal",1,"New Orleans Pelicans",15,7,"Stephen Curry",47
"2091","Golden State Warriors","11/10/16",2016,1,6,48,"shot_yes","Layup Shot","2PT Field Goal",2,"Denver Nuggets",25,7,"Stephen Curry",18
"2092","Golden State Warriors","3/5/17",2016,2,4,13,"shot_no","Layup Shot","2PT Field Goal",1,"New York Knicks",19,-1,"Stephen Curry",32
"2093","Golden State Warriors","11/18/16",2016,1,7,35,"shot_no","Layup Shot","2PT Field Goal",1,"Boston Celtics",1,16,"Stephen Curry",17
"2094","Golden State Warriors","2/15/17",2016,1,2,3,"shot_no","Layup Shot","2PT Field Goal",2,"Sacramento Kings",-14,21,"Stephen Curry",22
"2095","Golden State Warriors","12/28/16",2016,4,5,44,"shot_no","Layup Shot","2PT Field Goal",2,"Toronto Raptors",-19,18,"Stephen Curry",55
"2096","Golden State Warriors","3/16/17",2016,1,4,26,"shot_yes","Layup Shot","2PT Field Goal",1,"Orlando Magic",-12,2,"Stephen Curry",20
"2097","Golden State Warriors","2/27/17",2016,3,10,26,"shot_yes","Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",-6,16,"Stephen Curry",38
"2098","Golden State Warriors","3/31/17",2016,1,3,43,"shot_no","Layup Shot","2PT Field Goal",1,"Houston Rockets",2,18,"Stephen Curry",21
"2099","Golden State Warriors","2/25/17",2016,3,2,32,"shot_no","Layup Shot","2PT Field Goal",2,"Brooklyn Nets",22,18,"Stephen Curry",46
"2100","Golden State Warriors","3/5/17",2016,1,6,33,"shot_no","Layup Shot","2PT Field Goal",2,"New York Knicks",19,7,"Stephen Curry",18
"2101","Golden State Warriors","12/20/16",2016,3,3,42,"shot_no","Layup Shot","2PT Field Goal",0,"Utah Jazz",-7,7,"Stephen Curry",45
"2102","Golden State Warriors","12/1/16",2016,3,6,21,"shot_no","Layup Shot","2PT Field Goal",2,"Houston Rockets",0,21,"Stephen Curry",42
"2103","Golden State Warriors","10/28/16",2016,1,9,41,"shot_no","Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",-22,16,"Stephen Curry",15
"2104","Golden State Warriors","12/13/16",2016,2,0,28,"shot_yes","Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",24,7,"Stephen Curry",36
"2105","Golden State Warriors","1/18/17",2016,2,3,51,"shot_no","Layup Shot","2PT Field Goal",0,"Oklahoma City Thunder",4,-5,"Stephen Curry",33
"2106","Golden State Warriors","1/2/17",2016,3,0,59,"shot_yes","Pullup Bank shot","2PT Field Goal",15,"Denver Nuggets",4,156,"Stephen Curry",48
"2107","Golden State Warriors","2/2/17",2016,3,0,56,"shot_yes","Pullup Jump shot","2PT Field Goal",12,"Los Angeles Clippers",60,110,"Stephen Curry",48
"2108","Golden State Warriors","3/14/17",2016,1,10,35,"shot_yes","Pullup Jump shot","2PT Field Goal",14,"Philadelphia 76ers",102,100,"Stephen Curry",14
"2109","Golden State Warriors","12/17/16",2016,3,7,41,"shot_yes","Pullup Jump shot","3PT Field Goal",31,"Portland Trail Blazers",132,282,"Stephen Curry",41
"2110","Golden State Warriors","3/24/17",2016,2,0,29,"shot_no","Pullup Jump shot","3PT Field Goal",30,"Sacramento Kings",-9,301,"Stephen Curry",36
"2111","Golden State Warriors","3/2/17",2016,4,7,11,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Chicago Bulls",-6,267,"Stephen Curry",53
"2112","Golden State Warriors","12/15/16",2016,4,5,27,"shot_no","Pullup Jump shot","3PT Field Goal",26,"New York Knicks",-155,218,"Stephen Curry",55
"2113","Golden State Warriors","3/29/17",2016,1,9,9,"shot_no","Pullup Jump shot","2PT Field Goal",21,"San Antonio Spurs",-97,190,"Stephen Curry",15
"2114","Golden State Warriors","12/25/16",2016,3,6,54,"shot_no","Pullup Jump shot","2PT Field Goal",15,"Cleveland Cavaliers",-102,121,"Stephen Curry",42
"2115","Golden State Warriors","3/6/17",2016,1,4,14,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Atlanta Hawks",64,252,"Stephen Curry",20
"2116","Golden State Warriors","12/17/16",2016,3,0,0,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"Portland Trail Blazers",-142,239,"Stephen Curry",48
"2117","Golden State Warriors","3/6/17",2016,3,1,46,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Atlanta Hawks",-71,242,"Stephen Curry",47
"2118","Golden State Warriors","3/6/17",2016,3,5,59,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Atlanta Hawks",45,247,"Stephen Curry",43
"2119","Golden State Warriors","11/9/16",2016,4,9,12,"shot_yes","Pullup Jump shot","3PT Field Goal",32,"Dallas Mavericks",127,301,"Stephen Curry",51
"2120","Golden State Warriors","3/2/17",2016,2,0,0,"shot_no","Pullup Jump shot","3PT Field Goal",39,"Chicago Bulls",166,355,"Stephen Curry",36
"2121","Golden State Warriors","2/4/17",2016,1,9,24,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Sacramento Kings",-19,257,"Stephen Curry",15
"2122","Golden State Warriors","11/28/16",2016,2,4,37,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Atlanta Hawks",205,169,"Stephen Curry",32
"2123","Golden State Warriors","3/6/17",2016,1,7,26,"shot_no","Pullup Jump shot","2PT Field Goal",21,"Atlanta Hawks",197,85,"Stephen Curry",17
"2124","Golden State Warriors","12/17/16",2016,3,7,11,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Portland Trail Blazers",161,210,"Stephen Curry",41
"2125","Golden State Warriors","1/16/17",2016,2,0,1,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"Cleveland Cavaliers",117,244,"Stephen Curry",36
"2126","Golden State Warriors","1/16/17",2016,1,0,12,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Cleveland Cavaliers",6,262,"Stephen Curry",24
"2127","Golden State Warriors","12/15/16",2016,2,10,26,"shot_no","Pullup Jump shot","2PT Field Goal",18,"New York Knicks",-97,154,"Stephen Curry",26
"2128","Golden State Warriors","11/13/16",2016,3,1,44,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"Phoenix Suns",15,272,"Stephen Curry",47
"2129","Golden State Warriors","3/2/17",2016,2,2,8,"shot_no","Pullup Jump shot","3PT Field Goal",24,"Chicago Bulls",73,237,"Stephen Curry",34
"2130","Golden State Warriors","11/28/16",2016,4,3,0,"shot_yes","Pullup Jump shot","3PT Field Goal",28,"Atlanta Hawks",-163,229,"Stephen Curry",57
"2131","Golden State Warriors","11/13/16",2016,2,1,9,"shot_no","Pullup Jump shot","3PT Field Goal",28,"Phoenix Suns",-6,288,"Stephen Curry",35
"2132","Golden State Warriors","11/28/16",2016,3,4,18,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Atlanta Hawks",2,252,"Stephen Curry",44
"2133","Golden State Warriors","11/13/16",2016,1,8,47,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Phoenix Suns",-232,18,"Stephen Curry",16
"2134","Golden State Warriors","12/20/16",2016,1,4,22,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Utah Jazz",-74,244,"Stephen Curry",20
"2135","Golden State Warriors","3/6/17",2016,3,8,13,"shot_no","Pullup Jump shot","3PT Field Goal",24,"Atlanta Hawks",155,190,"Stephen Curry",40
"2136","Golden State Warriors","1/16/17",2016,2,4,31,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Cleveland Cavaliers",96,239,"Stephen Curry",32
"2137","Golden State Warriors","11/13/16",2016,2,5,8,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Phoenix Suns",114,228,"Stephen Curry",31
"2138","Golden State Warriors","3/20/17",2016,2,0,26,"shot_no","Pullup Jump shot","2PT Field Goal",22,"Oklahoma City Thunder",-84,213,"Stephen Curry",36
"2139","Golden State Warriors","12/15/16",2016,2,5,34,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"New York Knicks",-186,169,"Stephen Curry",31
"2140","Golden State Warriors","12/3/16",2016,3,7,48,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Phoenix Suns",-204,154,"Stephen Curry",41
"2141","Golden State Warriors","11/13/16",2016,2,5,59,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Phoenix Suns",46,252,"Stephen Curry",31
"2142","Golden State Warriors","3/2/17",2016,1,0,33,"shot_no","Pullup Jump shot","3PT Field Goal",24,"Chicago Bulls",110,214,"Stephen Curry",24
"2143","Golden State Warriors","11/13/16",2016,3,4,9,"shot_no","Pullup Jump shot","3PT Field Goal",28,"Phoenix Suns",-150,242,"Stephen Curry",44
"2144","Golden State Warriors","2/2/17",2016,3,2,48,"shot_yes","Pullup Jump shot","2PT Field Goal",15,"Los Angeles Clippers",94,120,"Stephen Curry",46
"2145","Golden State Warriors","10/25/16",2016,4,6,11,"shot_no","Pullup Jump shot","3PT Field Goal",23,"San Antonio Spurs",-232,26,"Stephen Curry",54
"2146","Golden State Warriors","12/11/16",2016,1,2,49,"shot_no","Pullup Jump shot","2PT Field Goal",18,"Minnesota Timberwolves",133,131,"Stephen Curry",22
"2147","Golden State Warriors","12/3/16",2016,1,4,14,"shot_yes","Pullup Jump shot","2PT Field Goal",18,"Phoenix Suns",97,159,"Stephen Curry",20
"2148","Golden State Warriors","2/23/17",2016,3,3,37,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Los Angeles Clippers",230,11,"Stephen Curry",45
"2149","Golden State Warriors","1/22/17",2016,3,2,49,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Orlando Magic",-17,252,"Stephen Curry",46
"2150","Golden State Warriors","11/4/16",2016,1,4,44,"shot_yes","Pullup Jump shot","2PT Field Goal",21,"Los Angeles Lakers",-160,140,"Stephen Curry",20
"2151","Golden State Warriors","11/16/16",2016,1,3,15,"shot_yes","Pullup Jump shot","2PT Field Goal",22,"Toronto Raptors",-97,205,"Stephen Curry",21
"2152","Golden State Warriors","3/6/17",2016,3,7,34,"shot_no","Pullup Jump shot","3PT Field Goal",24,"Atlanta Hawks",9,247,"Stephen Curry",41
"2153","Golden State Warriors","12/28/16",2016,4,4,25,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Toronto Raptors",207,159,"Stephen Curry",56
"2154","Golden State Warriors","2/23/17",2016,3,3,7,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Los Angeles Clippers",177,174,"Stephen Curry",45
"2155","Golden State Warriors","3/24/17",2016,4,5,4,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Sacramento Kings",-197,180,"Stephen Curry",55
"2156","Golden State Warriors","1/8/17",2016,3,8,21,"shot_no","Pullup Jump shot","2PT Field Goal",20,"Sacramento Kings",148,144,"Stephen Curry",40
"2157","Golden State Warriors","11/28/16",2016,3,11,32,"shot_yes","Pullup Jump shot","2PT Field Goal",16,"Atlanta Hawks",119,120,"Stephen Curry",37
"2158","Golden State Warriors","11/16/16",2016,2,5,58,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Toronto Raptors",-6,257,"Stephen Curry",31
"2159","Golden State Warriors","11/16/16",2016,3,1,41,"shot_yes","Pullup Jump shot","2PT Field Goal",16,"Toronto Raptors",-143,82,"Stephen Curry",47
"2160","Golden State Warriors","11/7/16",2016,4,6,2,"shot_no","Pullup Jump shot","3PT Field Goal",25,"New Orleans Pelicans",127,224,"Stephen Curry",54
"2161","Golden State Warriors","11/16/16",2016,4,3,16,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Toronto Raptors",55,262,"Stephen Curry",57
"2162","Golden State Warriors","11/7/16",2016,3,11,13,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"New Orleans Pelicans",19,262,"Stephen Curry",37
"2163","Golden State Warriors","3/6/17",2016,3,1,51,"shot_no","Pullup Jump shot","2PT Field Goal",20,"Atlanta Hawks",187,95,"Stephen Curry",47
"2164","Golden State Warriors","11/7/16",2016,2,5,5,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"New Orleans Pelicans",-201,165,"Stephen Curry",31
"2165","Golden State Warriors","1/22/17",2016,3,6,54,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"Orlando Magic",145,234,"Stephen Curry",42
"2166","Golden State Warriors","12/5/16",2016,2,3,29,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Indiana Pacers",-233,21,"Stephen Curry",33
"2167","Golden State Warriors","11/7/16",2016,2,4,20,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"New Orleans Pelicans",-207,183,"Stephen Curry",32
"2168","Golden State Warriors","12/5/16",2016,1,7,25,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Indiana Pacers",145,218,"Stephen Curry",17
"2169","Golden State Warriors","11/16/16",2016,4,1,59,"shot_no","Pullup Jump shot","2PT Field Goal",19,"Toronto Raptors",-97,169,"Stephen Curry",59
"2170","Golden State Warriors","3/6/17",2016,4,0,33,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Atlanta Hawks",140,213,"Stephen Curry",60
"2171","Golden State Warriors","1/8/17",2016,3,7,35,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Sacramento Kings",-34,244,"Stephen Curry",41
"2172","Golden State Warriors","2/13/17",2016,2,2,36,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Denver Nuggets",132,229,"Stephen Curry",34
"2173","Golden State Warriors","3/18/17",2016,2,1,47,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Milwaukee Bucks",-63,257,"Stephen Curry",35
"2174","Golden State Warriors","3/2/17",2016,4,2,7,"shot_no","Pullup Jump shot","3PT Field Goal",24,"Chicago Bulls",135,208,"Stephen Curry",58
"2175","Golden State Warriors","2/11/17",2016,1,9,46,"shot_yes","Pullup Jump shot","2PT Field Goal",16,"Oklahoma City Thunder",79,141,"Stephen Curry",15
"2176","Golden State Warriors","2/11/17",2016,1,4,26,"shot_no","Pullup Jump shot","3PT Field Goal",24,"Oklahoma City Thunder",82,232,"Stephen Curry",20
"2177","Golden State Warriors","10/30/16",2016,3,0,7,"shot_no","Pullup Jump shot","3PT Field Goal",27,"Phoenix Suns",151,232,"Stephen Curry",48
"2178","Golden State Warriors","12/1/16",2016,4,4,25,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Houston Rockets",184,164,"Stephen Curry",56
"2179","Golden State Warriors","11/23/16",2016,1,3,37,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Los Angeles Lakers",-169,203,"Stephen Curry",21
"2180","Golden State Warriors","2/13/17",2016,1,3,59,"shot_yes","Pullup Jump shot","2PT Field Goal",19,"Denver Nuggets",146,129,"Stephen Curry",21
"2181","Golden State Warriors","12/1/16",2016,4,7,34,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Houston Rockets",9,269,"Stephen Curry",53
"2182","Golden State Warriors","2/13/17",2016,1,6,52,"shot_no","Pullup Jump shot","2PT Field Goal",21,"Denver Nuggets",125,174,"Stephen Curry",18
"2183","Golden State Warriors","3/2/17",2016,3,4,21,"shot_no","Pullup Jump shot","2PT Field Goal",22,"Chicago Bulls",127,190,"Stephen Curry",44
"2184","Golden State Warriors","2/11/17",2016,2,0,30,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Oklahoma City Thunder",-225,52,"Stephen Curry",36
"2185","Golden State Warriors","10/30/16",2016,3,7,29,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Phoenix Suns",-91,252,"Stephen Curry",41
"2186","Golden State Warriors","12/1/16",2016,2,6,56,"shot_yes","Pullup Jump shot","3PT Field Goal",28,"Houston Rockets",-179,223,"Stephen Curry",30
"2187","Golden State Warriors","11/10/16",2016,3,7,36,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Denver Nuggets",68,242,"Stephen Curry",41
"2188","Golden State Warriors","10/30/16",2016,1,3,26,"shot_no","Pullup Jump shot","3PT Field Goal",23,"Phoenix Suns",-232,-1,"Stephen Curry",21
"2189","Golden State Warriors","3/2/17",2016,1,3,49,"shot_no","Pullup Jump shot","2PT Field Goal",14,"Chicago Bulls",146,-1,"Stephen Curry",21
"2190","Golden State Warriors","1/2/17",2016,2,4,54,"shot_yes","Pullup Jump shot","3PT Field Goal",33,"Denver Nuggets",-61,332,"Stephen Curry",32
"2191","Golden State Warriors","10/28/16",2016,4,5,49,"shot_yes","Pullup Jump shot","2PT Field Goal",20,"New Orleans Pelicans",-6,205,"Stephen Curry",55
"2192","Golden State Warriors","1/2/17",2016,4,3,53,"shot_yes","Pullup Jump shot","3PT Field Goal",29,"Denver Nuggets",141,259,"Stephen Curry",57
"2193","Golden State Warriors","3/2/17",2016,1,8,20,"shot_yes","Pullup Jump shot","2PT Field Goal",22,"Chicago Bulls",120,188,"Stephen Curry",16
"2194","Golden State Warriors","11/26/16",2016,3,1,16,"shot_yes","Pullup Jump shot","3PT Field Goal",22,"Minnesota Timberwolves",225,26,"Stephen Curry",47
"2195","Golden State Warriors","3/21/17",2016,1,11,24,"shot_no","Pullup Jump shot","2PT Field Goal",20,"Dallas Mavericks",-38,203,"Stephen Curry",13
"2196","Golden State Warriors","3/6/17",2016,3,6,36,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Atlanta Hawks",105,223,"Stephen Curry",42
"2197","Golden State Warriors","11/18/16",2016,3,7,48,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Boston Celtics",10,257,"Stephen Curry",41
"2198","Golden State Warriors","2/2/17",2016,4,5,14,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Los Angeles Clippers",212,164,"Stephen Curry",55
"2199","Golden State Warriors","1/6/17",2016,4,3,14,"shot_yes","Pullup Jump shot","2PT Field Goal",10,"Memphis Grizzlies",-6,106,"Stephen Curry",57
"2200","Golden State Warriors","1/6/17",2016,4,0,41,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Memphis Grizzlies",97,242,"Stephen Curry",60
"2201","Golden State Warriors","1/6/17",2016,3,6,34,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"Memphis Grizzlies",207,183,"Stephen Curry",42
